Ticketid,Calendar Week ,Ticket Create Time,Priority,Site,Problem Description,General Category,Sub Category,Resolution,No
INC000005995738,CW: 2022/20,5/12/2022 5:43:37 AM,Low,Singapore,"Problem Description:
	RU123326G01 (B11p) missing test summary (W) from AV to Camstar
	
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2021\23\RU123326\RU123326G01_B11P_W_220511_180043_BGT24AR2_silcx23_sum.txt
	

Site:
	SIN

Lot Number:
	RU123326G01

Equipments Affected:
	LCX-023

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"this summary we try several times but failed to recover ,something wrong with test summary.
told user to find PTE  to re-upload test summary to this path
\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum",150
INC000005997602,CW: 2022/19,5/12/2022 5:23:06 PM,Medium,Melaka,"(1) Problem description on error* (Including screenshot of error):  EAF.CreateEAJob: Cannot create job. Equipment is not in control state ONLINE/REMOTE!
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[ x ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: BP148005G82

(4) Equipments affected: 1

(5) Equipment/PC name: T-I30

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):https://faqstorage.infineon.com/KnowledgebaseArticle126676.aspx

(10) Affected area contact number*: +6062515276

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC13747YP.infineon.com, 172.21.112.120, INFINEON\IbrMo, MKZ/B8.2.R01.P, ,",Integration,EAF/EAFA,"1) Findings:
EAF SECS-GEM connect error
SECS-GEM mode is OFFLINE
2) Containment Action*:
advise user ask Equipment engineer help change Control mode to ONLINE/REMOTE
lot track in success after EAF status change to normal
3) FAQ: 

* Mandatory fields.",151
INC000006001055,CW: 2022/20,5/15/2022 1:36:57 AM,Low,Singapore,"Problem Description:
	84PCK066X04 (B61p) missing test summary (W) from AV to Camstar .
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\84P\CK\84PCK066\84PCK066X04_B61P_W_20220514221744_M4282ZUP0SJ7_SINF7549_sum.txt
	Summary report
	05/14/2022 22:36:41

Site:
	SIN

Lot Number:
	84PCK066X04

Equipments Affected:
	J750-049

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"https://faqstorage.infineon.com/ServiceDeskFAQs/113067/MissingTestSummaryinCamstarSingapore?Keywords=test+summary

Follow FAQ to recover.",152
INC000006004149,CW: 2022/20,5/17/2022 1:31:00 AM,Low,Singapore,"Problem Description:
	ZA151212M0G (B11p) missing Test Summary (W) from AV to Camstar .
	
	Filename:	\\wproj500.sin.infineon.com\ArchView\06_BE_TestSum\2021\51\ZA151212\ZA151212M0G_B11P_W_20220517064550_M5309D4BX407_SINFFX40_sum.txt
	Summary report
	05/17/2022 06:51:05

Site:
	SIN

Lot Number:
	ZA151212M0G

Equipments Affected:
	FLEX-040

Camstar Server:
	SINSAPA23 

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+658400297

",Integration,EAF/EAFA,"https://faqstorage.infineon.com/ServiceDeskFAQs/113067/MissingTestSummaryinCamstarSingapore?Keywords=test+summary

follow faq to recover test summary",153
INC000006009801,CW: 2022/21,5/18/2022 4:07:47 PM,Low,Batam,"Problem Description:
	Missing Test Summary N , test mode B41P , quantity 3539

Site:
	BTH

Lot Number:
	ZA136007B33

Equipments Affected:
	TEMMCI003

Camstar Server:
	BTHSAPA22

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	0770613631

",Integration,EAF/EAFA,"test file has been recovered, user may proceed as usual",154
INC000006011284,CW: 2022/20,5/19/2022 9:25:18 AM,High,Melaka,"(1) Problem description on error* (Including screenshot of error):  
EAF.CreateEAJob: -1: Timed out waiting for reply to YODA request after '30' seconds.

(3) Lot Number: 
1F212221G03

(4) Equipments affected:
MPL001


(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: 
0176758942
6062515147

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC135135V.infineon.com, 172.21.107.39, INFINEON\Lingeswa, MKZ/B8.G.R01.P, ,",Integration,EAF/EAFA,"1) Findings: EAF instance for EQ MPL001 was Running but not Communicating.

2) Containment Action*: Restart EAF instance and ask user to try again.
User feedback can TrackIn successfully.

User mention that EQ MPL002 having same error.
Restart EAF instance for EQ MPL002 and ask user to try again.
User feedback EQ MPL002 can TrackIn successfully now.

3) FAQ: 

* Mandatory fields.",155
INC000006014219,CW: 2022/21,5/20/2022 8:41:13 AM,Low,Batam,"Problem Description:
	Missing summary at camstar and have Archive Viewer

Site:
	BTH

Lot Number:
	ZA204119B04

Equipments Affected:
	TEFLEX-010

Camstar Server:
	BTHSAPA22

Integration Application:
	DDM

Printer:
	

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"Test summary missing due to file corrupt missing start time,

Contact host team to manual update start time and  continue repump test summary.",156
INC000006016242,CW: 2022/20,5/22/2022 3:30:29 PM,Critical,Singapore,"(1) Problem description on error* (Including screenshot of error):  
   
- lot completed N and W test
- data transfer to archive no issue, but archive transfer to camstar is not going through

(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 84PMK3828D5

(4) Equipments affected: 

(5) Equipment/PC name: ISCN5CG9411HBG

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6568400271

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical): +6590047885

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCW4CE9250Y5L.infineon.com, 10.221.118.47, INFINEON\SiregarS, BTH/BTH, ,",Integration,EAF/EAFA,"1) Findings: test summary not available in camstar

2) Containment Action*: manual repump test summary from AV.

3) FAQ: 

* Mandatory fields.",157
INC000006016385,CW: 2022/21,5/22/2022 8:28:33 PM,Low,Batam,"Problem Description:
	Missing Test Summary N , Test Mode B41P , quantity 5656

Site:
	BTH

Lot Number:
	RU212310B03

Equipments Affected:
	TEMMCI002

Camstar Server:
	BTHSAPA24

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	0770613631

",Integration,EAF/EAFA,Summary test file successfully recovered,158
INC000006016832,CW: 2022/21,5/23/2022 5:18:27 AM,Medium,Singapore,"Problem Description:
	urgent lot need to test with new Test program, however with error when do track in "" LOADING PROGRAM FAIL : TESTPROGRAM PARAMETER FILE EM3992AUP03J750_P.03. TPPAR NOT FOUND"", checked the Test program no issue, need to request help to investigate what is the issue

Site:
	SIN

Lot Number:
	19147108X03

Equipments Affected:
	

Camstar Server:
	SINSAPA24

Integration Application:
	

Printer:
	

Affected Area Contact Number:
	6840 0695

",Integration,EAF/EAFA,"We can find that the recipe SS_M3992A12_LQFP176_B61P_P03 was configured with TestProgramName EM3992AUP03J750 in Camstar.

And after double confirm the Program Name in Test Summary, it is EM3992AUP03J7 which is not same as configuration for Recipe.
This why it is hold. Please find Q to release the hold, then perform track in as normal.
If after hold still can’t proceed, please rework the lot.


user PTE Seit Terry correct the TestProgramName to EM3992AUP03J7  in TP and release,
it can proceed normally.",159
INC000006022567,CW: 2022/21,5/25/2022 2:09:16 AM,Low,Singapore,"(1) Problem description on error* (Including screenshot of error):  
 “ N ” missing test summary in Camstar  
   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[ X ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: 
ZA218426G01

(4) Equipments affected: 
AD-018 

(5) Equipment/PC name: 
ISCN5CG938C7BT

(6) Camstar Server*:
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +65 6840 0297

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCN5CG938C7BT.infineon.com, 10.229.22.72, INFINEON\GohSekFa, SIN_W, ,",Integration,EAF/EAFA,"1) Findings: missing test summary

2) Containment Action*: follow FAQ to recover.

3) FAQ: https://faqstorage.infineon.com/ServiceDeskFAQs/113067/MissingTestSummaryinCamstarSingapore?Keywords=test+summary

* Mandatory fields.",160
INC000006026373,CW: 2022/22,5/26/2022 9:22:18 AM,Low,Cegled,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81557946

Area:
	Baumann

Interface:
	Camstar

Equipments or Process Affected:
	Baumann

Host name:
	

Problem description / Error message:
	Baumann 01000354430156 számú jig a Camstar szerint szétszerelésre vár, fizikálisan kész van. Kérjük  szétszereltetni és a benne lév? jó modult átrakni röntgenre.

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	 01000354430156

",Integration,EAF/EAFA,"System issue happened at Baumann equipment, more details in work detail.",161
INC000006034838,CW: 2022/22,5/31/2022 9:51:48 AM,Medium,Cegled,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	8888888

Area:
	Baumann

Interface:
	Camstar

Equipments or Process Affected:
	ASSY-SYSTEMSOLDERING_002
	MES kommunikációs probléma

Host name:
	

Problem description / Error message:
	ASSY-SYSTEMSOLDERING_002
	MES kommunikációs probléma

Contact Phone Number:
	06301293787

Carriers / Items affected (ID):
	88888888

",Integration,EAF/EAFA,"Ellenörzéskor az EAF log szerint a gép müködik.
A kommunikációs probléma csak átmeneti volt amit a karbantartók megoldották.",162
INC000006036584,CW: 2022/22,6/1/2022 4:21:25 AM,High,Melaka,"(1) Problem description on error* (Including screenshot of error):  

Track in failed : 

EAF.CreateEAJob: -1: Timed out waiting for reply to YODA request after '30' seconds

MPL001 : ZF152042G24

MPL003 : VE219645G03


   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[  ] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[ / ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: ALREADY STATE

(4) Equipments affected: ALREADY STATE 

(5) Equipment/PC name:

(6) Camstar Server*: MKZSAPA23
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*:  062515147

(11)Alt Contact Person Name (Compulsory for Critical)*: 

(12)Alt Contact Person Number (Compulsory for Critical):

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC135135V.infineon.com, 172.21.107.39, INFINEON\Lingeswa, MKZ/B8.G.R01.P, ,",Integration,EAF/EAFA,"1) Findings:
MPL003 is not communicating.
MPL001 is connected

2) Containment Action*:
Restart EQ instance via EAF and connect successfully.
All lots already moved to Test_Complete

3) FAQ: 

* Mandatory fields.",163
INC000006040027,CW: 2022/22,6/1/2022 9:43:46 PM,Medium,Melaka,"(1) Problem description on error* (Including screenshot of error):  
 EAF.CreateEAJob: -1: Timed out waiting for reply to YODA request after '30' seconds

user gets error when tries to track in

(3) Lot Number: 
RB227876G02


(4) Equipments affected:
MPL002
MPL004


(10) Affected area contact number*: 
01129162438


* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state ISCF8CC135135D.infineon.com, 172.21.107.51, INFINEON\MohdAlNa, MKZ/B8.G.R01.P, , Lot ID:Equipment ID /Equipment name: Contact Number:",Integration,EAF/EAFA,"1) Findings:
PT2 EQ is not communicating 

2) Containment Action*:
Restart EQ instance via EAF, connected successfully.

3) FAQ: 

* Mandatory fields.",164
INC000006044156,CW: 2022/23,6/3/2022 8:24:27 AM,Low,Batam,"Problem Description:
	Missing test summary N testmode B31P qty 19943

Site:
	BTH

Lot Number:
	ZF205369B13

Equipments Affected:
	TEFLEX077

Camstar Server:
	BTHSAPA24

Integration Application:
	AWI

Printer:
	 BTHSAPA24

Affected Area Contact Number:
	+62770610109

",Integration,EAF/EAFA,"Test summary not available at share folder, done recover test summary, please verify.",165
INC000006045486,CW: 2022/22,6/4/2022 2:13:58 AM,Critical,Melaka,"(1) Problem description on error* (Including screenshot of error):  EAF.CreateEAJob: -1: Timed out waiting for reply to YODA request after '30' seconds

   
(2) Site*: Mark ""x"" for user site

[  ] BTH		[  ] MKZ M2		[  ] WUX CC		[  ] TIJ   
[  ] SIN		[X] MKZ M3		[  ] WUX DS		[  ] RBG
[  ] MKZ M1	[  ] MKZ Others	[  ] WUX HPS		[  ] CJJ     

(3) Lot Number: VE132899G20

(4) Equipments affected: MPL002

(5) Equipment/PC name: ISCF8CC135135D.infineon.com

(6) Camstar Server*: MKZSAPA26
https://faqstorage.infineon.com/KnowledgebaseArticle125028.aspx

(7) Integration application: Mark ""x"" for other application
 
[  ] AWI		[  ] GPN		[  ] XMES  	   
[  ] DDM		[  ] StMS		[  ] XTEST UI  
[  ] EAF		[  ] Workstream  	  
 
(8) Printer:
https://faqstorage.infineon.com/KnowledgebaseArticle125029.aspx

(9) Referred to FAQ* (For IT/FI only):

(10) Affected area contact number*: +6062515147

(11)Alt Contact Person Name (Compulsory for Critical)*: Nasha Mohd Ali

(12)Alt Contact Person Number (Compulsory for Critical): 011 2916 2438

* Mandatory fields. 

*Change Summary to most fitting CATEGORY:

Button is grey out in FAJob Txn
The FAJob..does not belong to this Equipment
Lot is not allow for [EQ]
Camstar: Track out / in issue
Camstar: Move out / in issue
Lot CDO (InstanceId=""xxx"") not found
Missing Test Summary
Strip map total qty does not match lot qty
Lot is not allowed to transact
SBA State (waitingtostart/not completed)
Strip state mismatch with Camstar lot state 

ISCF8CC135135D.infineon.com, 172.21.107.51, INFINEON\MohdAlNa, MKZ/B8.G.R01.P, ,",Integration,EAF/EAFA,"1) Findings: EAF instance for EQ MPL002 is Running but not Communicating (Yellow)

2) Containment Action*: Restart EAF instance for  EQ MPL002.
EAF instance for EQ MPL002 is Running and Communicating now (Green).

Called and ask user to try trackin again.
User feedback trackin successfully.

3) FAQ: 

* Mandatory fields.",166
