Ticket ID,Site Default,Calendar Week ,Ticket Create Time,Problem Description,General Category,Sub Category,Resolution,Priority,No.,Count of Calendar Week 
INC000005911166,Cegled,CW: 2022/13,4/1/2022 8:44:42 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541205 

Area:
	Pin beültetés

Interface:
	Camstar

Equipments or Process Affected:
	Assy-Pin_013

Host name:
	10060366

Problem description / Error message:
	A Pin beültetés állomáson lenne egy olyan tálca, amihez nem tudnak hozzárendelni 11 db nutzent.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	Csatoltan küldöm a tálca és a nutzenek kódjait.

",Procedural,TrackIn / TrackOut,"as per email info sent:
DCB tesztnél tálcára/carrierre téve és átvozgatva Pin placement / Pin beultetes – re.",Low,354,1
INC000005911182,Cegled,CW: 2022/13,4/1/2022 8:53:48 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81540997

Area:
	DVE teszter

Interface:
	

Equipments or Process Affected:
	DCB teszter_033

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	Az alábbi tételrészt /81540997/ nem engedi kiregisztrálni, a DVE teszternél nem hozza a PC-n listában a FAUF-ot, így nem tudjuk kiregisztrálni.
	
	Kérlek regisztráljátok ki, 2 db items.
	
	Köszönöm!
	
	Üdv:
	Andi

Contact Phone Number:
	302256710

",Procedural,TrackIn / TrackOut,81540997.01 carrier was in visible on the DP list in DVE XMES Generic UI.,Low,355,1
INC000005912270,Cegled,CW: 2022/14,4/1/2022 1:24:34 PM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	H épületben a HK 250 camstar PC nem kapcsol be.

Host name:
	

Problem description / Error message:
	HK 250 camstar PC nem kapcsol be.

Contact Phone Number:
	778

",Platform,Others,"IT changed PC, FI done  set up Xmes and Eway on it",Low,356,1
INC000005912891,Cegled,CW: 2022/13,4/1/2022 10:57:46 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81542973

Area:
	DCB Teszter

Interface:
	Camstar

Equipments or Process Affected:
	Handler-Test_002_PHD

Host name:
	10000836

Problem description / Error message:
	DCB teszter állomáson nem tudjuk a tálcához rendelni a nutzeneket.
	
	Tálca: 0100137885003174
	
	DCB-k:
	0472209886543484
	0472209887543484
	0472209891543484
	0472209789543484
	0472209942543484
	0472209877543484
	0472209890543484
	0472209793543484
	0472209946543484
	0472209947543484
	0472209938543484
	0472209948543484
	0472209941543484
	0472209939543484
	0472209935543484
	0472209943543484
	

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	0100137885003174

",Procedural,TrackIn / TrackOut,"carrier assigned and moved out from dcb test/
Carrier hozzárendelése, kimozgazása DCB-r?l a pin beültetésre megtörtént.",Low,357,1
INC000005912903,Cegled,CW: 2022/13,4/1/2022 11:45:07 PM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81544150

Area:
	anyagos

Interface:
	Equipment

Equipments or Process Affected:
	CEGBEARFAUFPREP01

Host name:
	

Problem description / Error message:
	Sziasztok,
	
	Az alábbi  vadun id? elött lezárt tételre kapott uj auftrágot, nem tudom elstartoltatni Eway-ben. Plan monitorban nem látszódik.
	
	328	81544150	46079	HK3457P0
	
	FullPoBookingForm-ban startja nincs csak vadutol van igy nem tudom elstartoltatni.
	
	Köszönöm a segítséget.
	Üdv:Györgyi
	

Contact Phone Number:
	308311786

",Integration,LEGACY APP,data cleaning in eway and let restart after data come to import DB,Low,358,1
INC000005913034,Cegled,CW: 2022/14,4/2/2022 4:15:29 AM,"*Problem description / Error message: 
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): MODECONOPIM3 AP
Fauf / Lot ID: 81541010
Area (e.g. Chip soldering): sorting carrier change
Interface (Camstar / XMES/ Equipment): xmes
*Equipment or Process (ID, Equipment number): DUMMY_20000052_016
Host Name: 
Screenshot of the error message: 
Unhandled Exception in User-Code of new Data Context, Method ContextActivated...
and
...no carriers or items should not be in process prior trackin[Error 1087242436]
and
( Hiba- A kimeneti hordozóban már egy másik gyártási megbízás (FAUF)van )

*Contact: Farkas Gréta 53 514 352

If applicable: 
Carriers / Items affected (ID):",Configuration,Master Data,"beradadt carrierek kiszedése, és az xmesben próbaképp az egyik sikeres bemozgatása 2022.04.02 344 körül mint beszéltük",Low,359,1
INC000005913257,Cegled,CW: 2022/13,4/2/2022 11:40:44 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81539278

Area:
	Automata packing

Interface:
	XMES

Equipments or Process Affected:
	Automata packing

Host name:
	ISCFS4RL7316

Problem description / Error message:
	Sziasztok!
	A tételt nem engdi könyvelni az alábbi hibaüzenetet adja.
	Hibaüzenet: 
	""Printing Error: Lot 81538217 is not finished at packing station!"" 
	Charge: H42619P0
	Material: 47528
	Auf.: 81539278
	
	Szeretnénk segítséget kérni.
	Üdv D m?szak Tünde, Szabina
	

Contact Phone Number:
	301253623

Carriers / Items affected (ID):
	277

",Integration,Orbit,Próbáljátok meg megint a fuvarlevél nyomtatást (81539278-as tétel).,Low,360,1
INC000005913280,Cegled,CW: 2022/13,4/2/2022 1:37:53 PM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81540817

Area:
	Automata packing

Interface:
	XMES

Equipments or Process Affected:
	Automata packing

Host name:
	ISCFS4RL7316

Problem description / Error message:
	Sziasztok!
	Az alábbi tételt em tudjuk könyvelni, azt jelzi, hogy a tétel nincs lezárva.
	Hibaüzenet: 
	""Printing Error: Lot 81538217 is not finished at packing station!"" 
	Charge: H82641p0
	Material: 47828
	Auf.: 81540817
	Szeretnék segítséget kérni.
	Köszönöm D m?szak, Tünde

Contact Phone Number:
	301253623

Carriers / Items affected (ID):
	298

",Integration,Orbit,Próbáljátok meg megint a fuvarlevél nyomtatást (81540817-es tétel).,Low,361,1
INC000005913540,Cegled,CW: 2022/14,4/2/2022 10:05:31 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81538372

Area:
	Endtest

Interface:
	XMES

Equipments or Process Affected:
	KWK 1

Host name:
	ISCECZC8277TPY

Problem description / Error message:
	Modul Limits Manager_Parameter By Name Not Found Parameter.Name: ""Pass""
	Copy_Lot adatot nem küldi el az XTest_UI Program.
	

Contact Phone Number:
	+36300195220

Carriers / Items affected (ID):
	0016

",Integration,Orbit,Changes done based instructions from Eibeck Tamas. Lot finished at 7th night.,Low,362,1
INC000005914028,Cegled,CW: 2022/14,4/4/2022 3:16:13 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Szeretném a következ? tételek abortálását kérni, mivel csak eway-es könyvelés?ek:
	81516366
	81533645
	81536637

Contact Phone Number:
	308311776

",Integration,LEGACY APP,A tételek abortálása megtörtént.,Low,363,1
INC000005914054,Cegled,CW: 2022/14,4/4/2022 3:56:38 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Fantom WT miatt nem tudom move out-olni az alábbi tételt: 
	81542914

Contact Phone Number:
	308311776

",Integration,XMES,A move out-nál 9 darab nem valós selejt lesz.,Low,364,1
INC000005914436,Cegled,CW: 2022/14,4/4/2022 7:35:36 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541151

Area:
	ultrahangos hegesztés

Interface:
	Camstar

Equipments or Process Affected:
	Ultrahangos hegesztés

Host name:
	ISCFPC1ZS86E

Problem description / Error message:
	3 db wt DMX kódját nem tudja beolvasni az ultrahangos hegeszt? gép, ezért a rajtuk lev? modulokat egy másik jó wt-re kellene rögzíteni. Word dokumentum csatolva.

Contact Phone Number:
	+36303418479

Carriers / Items affected (ID):
	01000410982716, 01000410982338, 01000410982319

",Procedural,Others,All items have been deassigned from wrong carrier and assigned to the right one based on the word file attachment.,Low,365,1
INC000005914982,Cegled,CW: 2022/14,4/4/2022 9:56:15 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541151

Area:
	Ultrahangos hegeszt?

Interface:
	Camstar

Equipments or Process Affected:
	Ultrahangos hegesztés

Host name:
	ISCFPC1ZS851

Problem description / Error message:
	Az ultrahangos hegeszt? állomáson, újabb 5 db Wt DMX kódját nem tudta beolvasni a gép, ezért a hozzájuk tartozó modulokat új wt-hez kellene rendelni.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	Csatoltan küldöm a Wt-k és modulok számát.

",Procedural,TrackIn / TrackOut,All items have been deassigned from wrong carrier and assigned them to the good one via MESAdapter.,Low,366,1
INC000005916454,Cegled,CW: 2022/14,4/4/2022 5:22:37 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541150

Area:
	Öntés

Interface:
	Camstar

Equipments or Process Affected:
	PottingSystem_023

Host name:
	10065060

Problem description / Error message:
	Önt? területén van két wt-nk, amin nem olvasható a dmx kód, így nem tudjuk becsipogni.
	
	Áttudnátok emelni a modulokat? Sajnos csak a WT-n lev? modulok számát tudom elküldeni nektek. És a két WT számát, amire átkellene emelni a modulokat.
	 
	Rossz wt-n lév? modulok:
	1. wt-n: 0692201319342969
	0692201318342969
	0692201322342969
	
	2.wt-n: 0692201331342969
	0692201330342969
	0692201334342969
	
	Ezekre a wt-kre:
	01000410982250
	01000410983051

Contact Phone Number:
	303418479

",Procedural,TrackIn / TrackOut,"All affected items deassined from wrong carriers:
0692201319342969
0692201318342969
0692201322342969
0692201331342969
0692201330342969
0692201334342969
and assigned to correct ones:
01000410982250
01000410983051",Low,367,1
INC000005916844,Cegled,CW: 2022/14,4/4/2022 10:50:47 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81541238

Area:
	

Interface:
	

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Az alábbi tételb?l van 56 db modul szortir állomáson, de nem találják a WT-ket a listában így nem tudják tovább regisztrálni ?ket. Tovább tudnátok ?ket regisztrálni?
	
	81541238 / H914289P0

Contact Phone Number:
	308311776

Carriers / Items affected (ID):
	308311776

",Integration,XMES,"Performed MoveInCancel txns on all of 14 carrier which is stucked in DUMMY_20000052_011 equipment.
9 carrier belonged this FAUF:
0100039396900655
0100039396900620
0100039396901083
0100039396901165
0100039396900748
0100039396900746
0100039396900106
0100039396900741
Remaining 5 carrier belonged another 2 FAUF.",Low,368,1
INC000005916862,Cegled,CW: 2022/14,4/5/2022 12:05:20 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541155

Area:
	UH hegesztés

Interface:
	Camstar

Equipments or Process Affected:
	Ultrahangos hegesztés

Host name:
	ISCFPC1ZS86E

Problem description / Error message:
	UH beragadt WT, járt már ultrahangos hegesztésen, át kellene emelni önt?re

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410982615

",Integration,Others,"01000410982615 carrier contained tracked In items and on of them was rejected by AL99 PLUGIN loss reason.
Double confirmed items real status with the customer and performed Remove from reject and Move Out txns.",Low,369,1
INC000005916891,Cegled,CW: 2022/14,4/5/2022 1:54:45 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541156

Area:
	UH hegesztés

Interface:
	Camstar

Equipments or Process Affected:
	Ultrahangos hegesztés

Host name:
	ISCFPC1ZS86E

Problem description / Error message:
	Az ultrahangos hegeszt?nél  a WT nem olvasható a DMX kód, nem tudjuk ?ket becsipogni.

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410982348, 01000410981841, 01000410982444, 01000410982983, 01000410982536, 01000410982520

",Procedural,Others,"Issue happened due to camera/fix scanner could not read all type of carrier dmx code.
All affected items have been assigned to the new carriers based on the request.",Low,370,1
INC000005918145,Cegled,CW: 2022/14,4/5/2022 9:55:15 AM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81541157

Area:
	Ultrahangos hegesztés

Interface:
	Camstar

Equipments or Process Affected:
	10025516

Host name:
	10025516, 206-os hegeszt? gép

Problem description / Error message:
	Ultrahangos hegesztés állomáson a 206-os gép nem olvassa be a wt-t. A rajta lev? 3 modult egy másik wt-re kellene áttenni. 

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	rossz: 01000410983132, erre kell áttenni:01000410982482

",Procedural,Data recovery,A modulok áttétele megtörtént.,Low,371,1
INC000005918387,Cegled,CW: 2022/14,4/5/2022 10:47:17 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81541238

Area:
	packaging

Interface:
	Camstar

Equipments or Process Affected:
	Félautomata csomagoló

Host name:
	

Problem description / Error message:
	A gépen lezárt tételhez a tétel zárása után nem lehet fuvarlevelet nyomtatni a LastQGate a következ? hibát dobja:
	Printing error: Lot 81541238 is not finished at packing station!
	Pedig a tétel le lett zárva, ahogy kell, már a következ?t csomagoljuk.

Contact Phone Number:
	+36303508769

",Integration,Orbit,"Próbáljátok újra, most már m?ködni fog.",Low,372,1
INC000005918714,Cegled,CW: 2022/14,4/5/2022 11:28:45 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81400000

Area:
	Rendszerbond és DCB teszter

Interface:
	Camstar

Equipments or Process Affected:
	Rendszerbond és DCB teszter

Host name:
	

Problem description / Error message:
	Rendszerbond és DCB tester chip szinten  beragadt tételek abortálását szeretnénk kérni!
	81524421    
	81524495    
	81520859    
	81527216     

Contact Phone Number:
	303405441

",Integration,XMES,A tételek abortálása megtörtént.,Low,373,1
INC000005919231,Cegled,CW: 2022/14,4/5/2022 2:27:56 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81543355

Area:
	Dcb teszt

Interface:
	Camstar

Equipments or Process Affected:
	HDLSUB-DCB teszt AGG

Host name:
	DUMMY_22AS0064

Problem description / Error message:
	DCB teszt állomáson be van ragadva egy tálca. Nem tudjuk kimozgatni camstarból

Contact Phone Number:
	303418479

",Integration,XMES,Mehet a move out camstar-ból,Low,374,1
INC000005919791,Cegled,CW: 2022/14,4/5/2022 6:19:28 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	Automata packing

Host name:
	

Problem description / Error message:
	Printing error : Lot:81543006 is not finished at packing station.

Contact Phone Number:
	302589438

",Integration,Orbit,Próbálátok meg újra a fuvarlevél nyomtatását.,Low,375,1
INC000005920107,Cegled,CW: 2022/14,4/5/2022 9:30:03 PM,"Site:
	CEG

Affected Line:
	HD-Line

Fauf (Fertigungsauftrag) / Lot ID:
	81542905

Area:
	UH hegesztés

Interface:
	Camstar

Equipments or Process Affected:
	Ultrasonic-Welding_206

Host name:
	10032952

Problem description / Error message:
	UH heggeszt? állomáson nem tudunk 2 wt beolvasó, rossz DMX kód miatt.
	Áttudnátok helyezni a rajta lév? modulokat másik wt-kre?
	
	Rossz WT: 
	01000410982444
	01000410982520
	
	Erre a WT-re:
	01000410983044
	01000410983028

Contact Phone Number:
	303418479

Carriers / Items affected (ID):
	01000410982444 , 01000410982520

",Integration,XMES,A modulok áthelyezése megtörtént.,Critical,376,1
